3206:1145,46467,441,8928,1256,76,4513,771,5574,371
27634:239,2024,38657,4169,302,654,84,58,29,866
26341:25749,38657,25749,302,77569,1102,714,402,749,53521
48372:22346,3184,29,17,245,6,70,219,2140,45738
18270:101835,100181,101835,101835,101835,330,17373,70,52986,1499
48896:101835,3241,840,63620,70110,42047,774,2548,7160,157
9214:84,84,1102,138,17,302,8,654,5998,1462
2438:1102,29,58,94,1023,2618,449,1200,3144,6916
19218:1119,508,239,32,30,1499,1790,1606,449,8826
1421:398,1626,1626,1626,17,302,58,654,29,6
31598:1626,11310,18966,7680,25337,5353,31246,48933,31378,54497
38848:224,1626,17,302,654,76,616,58,8,866
35850:162,52,4813,24447,459,986,24345,380,106471,2062
17416:1023,102538,102538,102538,102538,80101,63225,70,1382,508
24880:12586,641,76,16387,22416,7412,500,3262,68868,90736
15325:113807,41771,50290,17071,30911,2964,9194,113807,616,654
1190:401,2924,2924,2924,2924,1122,9448,13878,52070,23398
35707:1693,962,962,952,20647,986,84507,70,31901,59353
22473:182,58,483,56623,268,9535,766,268,766,17
38286:483,17,182,302,650,1245,654,616,29,58
45084:106140,17,302,654,76,616,58,8,866,84
51237:19434,121838,45310,38687,58031,50786,87916,14567,103559,79566
14407:521,327,2618,14960,26360,26360,26360,8667,17,70
7003:1550,20351,31567,223,78102,19668,17,302,58,616
2251:37332,67812,23161,76076,121393,108454,105844,79657,20498,64341
5560:859,29,518,289,591,1762,32,3158,813,454
14854:500,13220,17,302,654,76,616,58,8,866
33181:986,301,26644,24535,7806,301,986,17,226,302
35113:189,57181,4755,1527,3107,2880,1712,10041,4825,8848
16733:20086,17,302,654,76,616,58,8,866,84
44409:74038,885,16995,31315,1546,19330,76,2081,23970,14651
24092:64666,17,302,654,76,616,58,8,866,84
20712:23166,97550,1140,9807,3555,32081,33451,7132,4292,38679
9788:70867,51543,51543,482,12022,68868,69066,1566,2946,3409
39209:1410,827,4991,4444,8404,54956,18158,877,245,262
29851:546,5363,45919,866,17,302,76,654,254,354
19314:41834,41834,41834,41834,41834,41834,41834,17,302,654
2283:2123,41834,17,302,654,76,616,58,8,866
37759:2983,102330,18777,7623,1678,6977,14906,29732,2345,15676
22161:509,3132,12537,12537,102330,18027,3132,102330,25889,39946
18993:197,122044,68204,840,2548,3196,10541,13049,14793,5111
51361:239,302,654,84,58,866,29,354,616,301
23327:787,6491,999,3017,3476,18038,7174,121700,121700,121700
49592:24431,13895,4385,30230,9388,5598,44220,2715,47894,30
48777:3105,2029,4,8574,8102,25910,23622,1069,3054,698
30932:2029,17,182,302,650,1245,654,616,29,58
907:89827,89827,89827,17,302,654,76,616,58,8
25208:4939,101176,101176,101176,9197,39997,101176,17,616,58
46681:27429,72005,61119,46186,17,302,654,76,616,58
27435:7591,690,1806,616,302,58,17,654,29,6
11503:3730,17,302,58,29,616,84,354,1102,866
24786:1790,1644,8011,35482,11235,58701,508,1936,1382,71598
21586:518,2108,596,1023,1790,87195,596,1790,1790,1790
7740:91067,17,302,654,76,616,58,8,866,84
2293:4907,5010,939,36227,999,138,58,699,939,5010
18409:1217,1535,69683,939,1535,71570,17,58,302,616
4763:1348,88016,18173,4205,2947,18173,18173,18173,17,931
23588:6906,2073,4708,4708,6906,42870,302,17,20416,29
48772:6906,17,302,654,76,616,58,8,866,84
3978:58,138,239,1499,3730,999,1180,7407,1555,7010
35950:1102,8166,7707,17,302,8,654,354,518,29
36256:102395,17,302,654,76,616,58,8,866,84
1235:8066,118613,118613,118613,118613,8066,118613,8066,118613,10648
2165:116,17027,302,5702,42701,17027,17027,17027,17027,17027
22867:2937,45569,12519,20043,89774,89774,89774,36218,17,8
10830:21445,17,302,654,76,616,58,8,866,84
23388:94812,71960,109635,63230,93149,119288,82125,74188,16906,25983
39245:92056,92056,15359,106752,574,6379,30448,10267,13895,68962
8157:99584,1971,7045,17970,10542,1551,1412,39950,3081,15394
37802:1007,129,72467,78657,79323,56533,107299,21113,2051,88275
4855:669,1007,17,302,654,76,616,58,8,866
9331:1007,9728,17,302,654,76,616,58,8,866
7602:1937,54636,104903,54636,54636,54636,54636,104903,104903,104903
11391:29,239,18632,102766,654,84,58,616,866,354
14261:2669,2618,48941,83923,17,70,138,302,654,6840
1065:1749,3939,5860,613,41415,7585,46823,11884,1218,26329
11428:4542,4280,24740,17,302,654,354,84,58,616
7486:2512,2512,2512,2512,17,302,654,76,616,58
25240:69902,69902,88394,69902,46413,118777,579,3704,5981,83033
21316:88394,17,302,654,76,616,58,8,866,84
33615:518,14636,9581,23430,88394,88394,88394,88394,17,84
18817:82663,82663,82663,82663,14636,82663,82663,82663,82663,82663
26071:4292,17146,1091,63145,17,302,654,564,76,84
12124:21478,26186,49964,26186,49964,10039,10039,21478,21478,21478
30790:52549,21478,76,4146,684,5357,8783,1651,10692,2528
17344:21018,19050,14612,3137,27788,1991,32331,26000,43864,377
8754:24472,1102,58,899,873,2937,239,245,1499,4542
32672:616,2447,3017,5634,3588,11746,53322,53322,20114,17
570:20043,21091,17486,91510,16206,5178,5554,91510,91510,91510
1764:5484,52059,873,5022,654,2200,52059,52059,1023,52059
49043:2326,9317,101423,71101,78252,86916,119681,14626,90640,62
43210:42723,38541,4669,1690,289,71894,54498,90073,7422,75886
24610:931,2937,9761,20043,11855,931,931,20043,42723,17
3704:361,3005,6113,51704,20932,10511,20279,3005,20932,6113
20865:254,546,239,2937,999,633,187,8881,2531,223
39210:254,361,17,302,654,354,76,84,29,138
9814:254,17,302,654,76,616,58,8,866,84
10290:5867,116794,116794,116794,69400,542,17,395,58,985
22712:116794,441,16465,5574,371,1256,97558,1002,6315,20444
35920:120755,17,302,654,76,616,58,8,866,84
36572:509,51295,120755,51295,54864,88228,42278,14653,50141,832
23504:46,83890,51295,51295,83890,46,83890,51295,51295,11751
7981:9879,3378,186,22713,65033,68179,45315,32261,39446,10611
10302:726,32619,12409,239,12409,12409,32619,12409,12409,12409
20480:653,3234,14607,224,95906,1744,441,60907,2991,76
10548:11296,17,302,654,76,616,58,8,866,84
381:342,10041,8848,16145,10687,23191,92848,431,44475,44475
13912:2634,2634,1713,2634,1713,2318,113386,2717,8218,168
38667:17870,2634,17,302,654,76,616,58,8,866
43010:71612,42109,107716,113699,17,302,654,76,616,58
27856:105774,112524,43124,68200,8011,61249,1451,32546,1790,67873
18088:7585,375,84151,12218,1673,24956,3599,28005,88574,75809
7676:20161,1102,29,58,508,674,4181,508,1102,508
51795:58,17,302,654,76,616,58,8,866,84
16028:9421,78517,511,2484,78517,3081,34749,78517,78517,78517
12234:65,546,94,2140,6793,5111,6247,296,4249,89944
38688:27070,9497,18791,157,2548,197,3196,4755,13995,14793
41324:8485,95785,17,302,654,76,616,58,8,866
45840:353,1693,221,2268,17,10046,616,1951,542,650
35022:31011,8332,31011,31011,99007,36881,60663,98990,1136,25964
308:10186,10186,10186,10186,10186,10186,10186,10186,10186,10186
14189:16304,10186,17,302,654,76,616,58,8,866
13085:861,891,5753,4967,5753,10491,2957,9197,9197,69802
33382:10786,17,302,654,76,616,58,8,866,84
751:8089,17,122829,122829,289,64036,13106,1089,4292,52705
45253:26053,72873,17,84838,88126,3250,74675,102124,74471,37768
5159:8042,93127,88358,107810,1730,10254,12611,10163,2139,10172
29050:12955,106966,15981,32998,36037,1267,17067,1451,16253,45020
6505:88705,28248,40749,8498,8498,8498,931,6328,3704,17
43766:2139,17,866,76,1402,826,1099,3755,500,361
8620:2200,138,58,1790,1205,138,46540,1239,58,3439
8345:2982,39348,27619,20223,20223,1131,106,9045,22,1957
7391:1164,4541,1009,6849,54863,6807,6807,6807,20223,17
34258:68601,24283,79777,96820,72067,94257,224,108496,696,62505
8438:10039,5097,890,3568,2139,76,4743,698,40,17
22452:289,239,1762,1140,749,5998,13683,3730,254,6157
45720:77678,77678,2021,41101,21868,9915,113362,110318,94914,17302
26894:39725,39725,17,302,654,76,616,58,8,866
45273:15299,85,8443,8789,15051,18147,21597,26781,31089,32368
8603:25937,9617,18139,77673,18139,18139,9617,947,17,84
30938:726,15,8881,2322,23335,12972,15522,18139,2322,15522
40293:9655,4894,7950,247,15947,1193,16173,44310,37591,880
31466:15833,21507,4894,78982,1119,2980,3711,17,10316,2724
30540:90111,90111,90111,90111,41863,4858,25107,84543,47595,40
29484:90111,90111,17,182,302,650,1245,654,616,29
16394:22088,17,302,654,76,616,58,8,866,84
7092:239,1970,12223,302,654,84,58,866,616,29
4653:138,289,239,1089,591,1119,596,1822,873,1009
17001:518,4541,10611,5313,20473,20473,17,654,302,58
46531:22588,20473,17,302,654,76,616,58,8,866
36184:7159,49230,533,21015,9054,19561,2021,60026,774,84
2909:65,29,1102,138,861,289,356,596,3374,4802
13616:9106,378,105675,105675,52345,105675,105675,105675,105675,31797
47650:32672,24220,748,27019,49748,54965,36038,69715,78386,84580
789:32672,32672,32672,32672,32672,32672,32672,17,182,302
18495:17,32672,17,302,654,76,616,58,8,866
25576:49905,5604,45,102237,5303,596,14755,2467,11842,97289
41899:63358,49905,49905,774,2403,970,3207,1827,2696,2714
12557:1102,394,749,803,8308,4542,23581,749,5578,47
10926:1155,5097,508,239,7235,14223,39162,5022,56465,1677
23121:4825,19651,5097,5097,5097,1352,48890,4755,1527,48506
13201:289,2618,1231,680,5462,2447,18319,48972,48972,28926
19568:913,102827,117936,106229,44,4569,28219,13260,92526,36993
17514:177,11497,69494,22655,66537,103120,17,302,654,76
21210:1119,1820,177,177,17,48,1187,2162,302,84
15964:20444,1820,1820,8928,17,302,654,76,616,58
7702:97101,58165,109957,109957,97101,58165,109957,888,106562,98691
4508:7235,32,3348,52386,27637,97101,32,97101,168,17
1380:13122,32,654,302,72328,68865,72328,2657,72328,72328
25851:1970,32826,72328,76,17,698,564,2414,40,866
8723:354,5975,508,508,508,508,508,508,5975,32826
10286:239,394,508,239,84063,239,394,508,239,394
17525:5702,67385,294,294,294,294,294,17,302,654
18051:1913,361,76,17,866,6387,2139,2848,500,22614
9777:8691,108272,26045,49123,2955,5287,15770,53402,687,9421
44125:111254,79109,1254,7624,21963,3913,24348,3884,110275,121181
23393:57884,111254,122570,37667,76474,107546,106474,50449,57979,65039
28257:30,50317,50317,1119,17,875,245,84,76,650
9075:86852,1744,113374,27042,4989,95334,441,710,5122,371
27517:1744,17,55926,70358,58892,43905,47364,8,674,10071
33199:25087,4284,46483,35767,59199,10851,15861,1790,289,70
47903:2600,25087,17,302,654,76,616,58,8,866
28712:5693,115195,6906,42870,27364,2139,117428,107798,35849,36032
3840:116,29,1102,239,7806,29,1102,654,58,354
7866:3750,53604,875,1200,1119,6836,119901,34958,119901,9885
18123:546,866,17,302,76,254,354,654,84,29
7675:1239,546,1239,1239,546,546,1239,1239,1239,1239
45330:19059,19059,17,398,302,224,654,8,429,76
41747:2092,19059,17,302,654,76,616,58,8,866
9308:12427,2494,2200,32,12427,10754,33913,10754,10754,10754
8121:508,7021,15921,35279,51273,66525,51273,17,302,84
45137:66525,17,302,654,76,616,58,8,866,84
7268:138,289,3234,394,690,680,3730,7437,7812,4169
7760:2135,72988,39551,1550,22232,22232,94,94,94,39551
7817:364,11299,1499,1499,78508,78508,78508,78508,2813,2813
23229:16340,74038,5781,3348,86744,94664,5781,885,76,698
1000:65,16149,1558,17,29,84,94,3474,690,1344
25173:2265,30478,30478,74088,39359,1966,80358,11834,12722,1784
11018:7235,30478,30478,30478,168,76,2642,661,463,984
13992:289,42701,7235,4268,4268,4268,239,239,41204,1475
9378:2956,11310,18966,7680,25337,5353,31246,48933,31378,54497
10499:100069,100069,8322,24933,9674,16965,13077,38522,36432,11072
4975:119,302,17,138,289,873,3730,3233,1462,194
11907:1119,508,1340,1023,2917,44318,13917,508,30490,17
14299:84,7874,17,302,654,8,29,58,354,616
39483:32,1598,76,698,17,245,302,1262,3521,654
19673:7360,7041,7041,1598,71404,17,84,69102,36569,4148
33955:13050,7041,7041,17,302,654,76,616,58,8
25622:239,4541,4541,302,654,84,58,29,866,616
25760:1119,116,7493,117960,84914,112486,2385,568,2368,57991
1517:80218,73650,73650,73650,73650,73650,95964,27097,95331,111233
857:302,289,239,861,486,356,596,1549,1023,4541
33362:7491,12223,17,302,564,650,654,361,58,616
6688:239,931,1549,4993,5702,3730,1009,70332,12223,7573
4715:124,899,73247,6508,9581,91391,8130,7984,378,48409
17517:5363,1913,2265,57205,23832,866,361,122846,95894,95347
30935:34747,168,1528,76,1326,226,2318,1460,719,760
44288:11483,17,302,654,76,616,58,8,866,84
20940:1348,114,861,37600,7624,4702,32,25764,53460,2058
27448:5860,97764,7585,7585,81,8283,226,12727,986,12768
12408:749,138,76,239,114,1239,1762,1231,12489,1180
7870:2816,875,1119,1762,11408,3704,32261,449,4275,5178
4682:57448,11783,10009,10009,10009,102750,57448,10048,2600,2600
14664:483,22070,2289,112219,112219,112219,112219,112219,112219,17
20265:58727,71191,57300,63172,76,1535,1788,68331,51063,73629
7159:101,861,239,2618,1023,1499,449,4697,23254,6457
30639:1803,8730,8730,17,302,654,76,616,58,8
19805:302,508,25012,17,654,58,84,354,866,1102
16622:49325,58,121059,1382,19091,94300,1690,53732,8087,2097
25955:19742,17,302,654,76,616,58,8,866,84
4228:20355,55486,42869,6445,18388,111185,14779,25430,725,78377
18684:8907,15770,431,7732,1039,1558,10702,2139,1535,12967
10313:3824,1205,12237,6457,12237,12237,12237,12237,12237,17
7787:12776,4249,5022,1091,1820,9112,1091,12776,1820,17
44812:12776,116062,82774,110776,23246,89200,71634,102973,327,2139
2179:29,239,32,3730,614,13636,84899,32,29,13636
3324:285,32328,32328,3730,32328,17,302,58,654,29
44399:120048,120048,17,302,654,76,616,58,8,866
22290:120048,17659,5550,7869,1451,104063,3159,3902,1970,27109
12840:239,54153,302,654,84,58,866,29,354,616
3564:96,238,1239,56465,1239,96,6341,11070,6294,1239
32905:19012,6341,17,302,654,76,616,58,8,866
20678:65,2200,6793,6793,2200,6341,17,616,302,76
3001:2097,1102,58,239,1109,1511,205,7959,449,4210
50645:35457,2908,17,302,654,76,616,58,8,866
26955:2908,17,302,654,76,616,58,8,866,84
2176:10814,358,3730,709,1804,1009,29109,656,13342,32429
17362:71390,20679,61651,1784,8066,27290,6732,8153,71390,7249
10423:394,239,2669,596,7409,12223,7257,91580,12287,302
1280:302,36854,23831,17,654,29,58,616,84,273
31044:2379,36854,81,226,70,17,1884,6545,76,3423
19971:6190,7806,17,226,302,138,1462,76,654,84
19303:24178,17,302,654,76,616,58,8,866,84
37139:38630,42011,4944,27889,1462,2579,37717,2955,55256,62798
21125:42011,7491,14446,101909,119390,53789,63102,114361,51900,111303
3588:9101,354,1462,32,2200,354,85333,85333,3632,2200
41387:31797,31797,698,2139,3288,1164,40,76,866,17
32032:16632,31797,31797,31797,31797,650,17,110643,97035,32689
32532:875,6243,6243,875,899,48,17,1187,1119,4420
29697:86470,86470,17,302,654,76,616,58,8,866
12934:4245,616,568,302,654,21794,76,17,394,268
15407:311,3137,8392,13220,311,7334,76,698,9594,17
37193:114287,17,302,654,76,616,58,8,866,84
7811:239,449,5178,4671,59259,18200,302,654,84,58
12148:76472,17,302,654,76,616,58,8,866,84
43311:27070,76472,157,2548,197,3196,13995,8069,14793,4755
39295:546,56465,866,17,76,302,254,698,654,354
31623:25027,18986,17,302,654,76,616,58,8,866
845:1405,8151,32,899,3730,1239,4091,342,7407,861
19364:100253,93792,100253,8322,24933,9674,16965,13077,36432,11072
8002:2028,1875,4421,4856,1137,33472,2672,3153,2345,1003
11575:29021,49884,49884,49884,49884,29021,24740,29021,17,84
33694:29021,81,17,780,81253,12471,7211,3423,15139,500
23999:96957,96957,17,302,654,76,616,58,8,866
1322:2394,3465,6916,12759,2194,750,358,61883,6360,4422
17314:10365,1218,3197,1218,10365,70,17,76,81,302
25404:10178,10178,186,11408,22713,88939,46421,40356,8171,9879
26807:9346,89526,110021,110021,110021,110021,110021,110021,17,26819
40339:32,22861,6157,698,76,302,17,654,1069,2139
9976:3107,13995,14793,4626,6754,63563,197,40620,10687,9581
40411:3825,2123,42502,1592,91778,17,302,654,76,616
32864:69726,74083,74083,3704,39542,70623,25894,116067,109056,45713
36960:1287,74083,65,17,302,327,8,654,162,931
27247:17422,1287,17,302,654,76,616,58,8,866
36864:17380,105917,31585,4875,29122,100340,31799,51234,65489,12565
35135:112788,17,302,654,76,616,58,8,866,84
38795:1023,10769,14960,10769,10769,10769,10769,17,76,302
8903:3896,449,4181,1549,294,2338,776,4828,4017,7806
7363:508,239,357,22135,20043,646,20614,31797,31797,20614
10342:559,101,3561,29292,1190,101,101,18788,17354,26525
20684:986,3374,13544,1790,28926,90800,15380,17713,97902,5483
8863:2816,654,58,861,1762,239,1023,3017,2342,12223
14549:40335,14960,1397,533,14268,60044,7641,8119,44227,105042
34467:87242,302,654,953,91376,67363,12428,119776,17,76
7569:16409,4068,470,7257,470,470,4068,4068,13683,13683
2318:353,596,2937,17078,12479,16528,591,1281,14729,96351
41041:2769,5117,8166,596,92818,8166,8166,17,4268,787
35040:5117,5117,51041,4801,5117,5117,2149,873,121246,80653
14379:18319,17,301,302,68335,102777,45472,654,131,4268
14838:79421,6545,107830,100877,2318,27588,20280,16340,123024,6616
14997:96391,96391,17481,3077,62289,120462,17,302,654,76
3984:1240,1023,15,3348,239,2944,8659,8659,9337,1600
26897:7806,7806,17,302,654,76,616,58,8,866
32932:32826,298,17334,63080,100907,120338,12866,1069,7153,302
29491:11159,11159,11159,2278,70,18885,28767,12474,43851,50185
24045:90877,17,302,654,76,616,58,8,866,84
3949:1410,3450,90877,41973,13789,98226,92052,2547,51442,38165
31915:29,4069,4069,4069,4069,4069,4069,4069,4069,4069
14532:931,1119,363,1205,34143,28132,6157,34143,99380,931
7475:678,22190,22190,22190,22190,678,48791,48791,22190,1539
27381:22511,22511,69953,74565,6491,33432,8465,17,302,654
35753:58772,30,1550,238,554,14700,2302,966,356,48282
46418:1091,58772,17,302,654,564,76,58,84,616
15384:4858,11070,71161,2068,50141,8575,1745,1745,71161,76
5708:31633,2848,22856,40263,19623,19626,1149,45880,1155,8970
189:2095,2095,2095,2095,2095,2095,2095,2095,2095,2095
18755:601,38179,1332,2692,5150,32500,32500,3514,4797,8694
18028:8066,2548,105750,53749,109137,50908,535,947,98259,90206
53711:112546,17,302,654,76,616,58,8,866,84
23531:29,31609,17,654,58,84,616,1102,650,76
3510:1102,29,289,861,394,239,596,1822,999,654
24338:10934,17,302,654,76,616,58,8,866,84
19679:554,483,596,18412,18412,554,554,554,483,17
13588:2200,15673,15673,15673,15673,81,986,76,301,17
1167:967,263,2200,2563,65,378,3204,35750,4690,4542
12997:4041,616,239,101,162,564,1239,3234,596,32
24646:1867,223,17,302,654,76,616,58,8,866
2437:239,100696,1119,1281,100696,2294,3588,1475,100696,100696
12496:401,2924,2924,2924,2924,106429,2924,2924,2924,23398
13202:116304,116304,116304,116304,116304,116304,116304,116304,116304,17
3420:736,302,239,34190,901,470,1180,1384,3730,1471
36803:29,45,89166,84722,17,654,58,616,84,650
1391:26376,26376,26376,26376,17426,104871,84296,70612,16823,3334
6089:6617,8579,654,1100,891,48,110604,4091,1180,5753
15969:22856,40263,40263,76,2848,17,361,866,2139,31633
19091:1966,1966,924,15512,1966,2051,1966,27619,101146,1966
38747:986,1966,17317,33170,29750,34919,55289,26958,26638,52242
22051:7148,24338,5377,4236,52792,16851,24701,22163,46072,18817
14573:41697,41697,41697,17,302,654,76,616,58,8
16415:354,899,361,999,358,873,394,103,6491,239
46907:1175,43848,17,302,654,76,616,58,8,866
30864:12586,1175,17,302,654,76,616,58,8,866
27641:239,14750,6457,3465,14750,14750,302,654,84,58
42774:239,17,302,654,76,616,58,8,866,84
30860:239,28930,1245,73756,1069,500,3972,6249,5998,564
9916:124,94,1499,5545,3915,7806,3915,33872,33872,3915
14079:3730,7806,7806,3646,3646,3646,79059,32278,32278,4169
9314:16789,30561,85403,30722,16789,19715,719,28472,76,463
29562:19715,5919,29,72050,1001,120041,17,302,654,76
32018:81179,81179,17,182,302,650,1245,654,616,29
54511:2379,81,226,70,17,1884,6545,76,3423,2967
4315:66,594,2694,2694,86072,3328,20972,1100,104497,7739
39288:98278,6088,23216,26142,32650,3568,2063,118332,76,17
5929:2596,98278,4453,97908,529,81,57179,50768,15380,20235
23966:17,3489,510,3489,302,29,58,654,616,650
12588:96,1023,2379,36757,5287,94,12042,7984,12223,102302
4482:356,58,162,861,138,301,1239,1089,1511,4181
27653:65,239,254,6793,6793,302,361,654,84,58
21816:1102,9581,15010,52705,94457,17,302,518,654,354
25110:79645,79645,79645,79645,17,302,654,76,616,58
42873:2848,79645,17,302,654,76,616,58,8,866
7381:273,3860,7500,28989,110614,8,17,302,654,76
7710:103613,103613,17,302,654,76,616,58,8,866
1537:1382,26460,8585,4949,5111,678,26460,20608,2345,2345
10586:1878,3265,239,20838,2041,3265,3265,3265,3265,1513
2671:568,89465,53322,22681,22681,37065,89465,89465,22681,53322
21784:970,5117,5111,6812,1009,17,1827,2696,302,2714
12727:18573,18573,18573,18573,66890,84126,108603,17,302,654
24044:37332,67812,23161,76076,121393,108454,105844,79657,20498,64341
49775:800,64836,99851,29003,114355,74141,2139,2063,826,17
28908:630,105997,6304,6304,36642,81,7211,986,500,2241
42478:32433,5820,273,15304,7009,20576,13925,23461,2609,962
49777:5820,1044,11968,1936,1796,342,7048,224,873,34668
2154:32577,28541,28467,42361,23635,12223,72,28467,3190,2888
12549:546,866,17,302,76,254,354,654,84,29
52726:10406,546,17,302,654,76,616,58,8,866
11268:2464,546,546,17,302,654,76,616,58,8
1219:554,2200,239,803,901,2618,5702,563,449,699
3172:7769,14857,7769,17,616,302,51977,58,736,48214
12206:108734,6589,13487,13487,6589,13487,13487,6589,6589,13487
16316:596,9497,6011,5634,10686,5634,17,302,58,654
29726:8908,596,17,302,654,76,616,58,8,866
6014:7178,10709,596,73927,4697,7178,46540,73927,596,17
8340:35500,35500,35500,35500,35500,7082,4943,26165,7212,76265
22528:12022,641,31138,98184,1586,10134,54002,61285,121483,87345
10743:2268,5117,14960,15627,15627,2268,17,302,1119,4268
22938:7073,17,302,654,76,616,58,8,866,84
33460:53299,7073,7073,17,302,654,76,616,58,8
20097:598,118869,17,302,654,76,616,58,8,866
233:1749,28926,118869,3423,17,780,262,500,2241,7211
48106:815,2021,110211,5975,375,32451,82777,7006,98059,15348
39309:1331,23370,76,19878,17,2946,1344,7624,22,31227
3830:1847,58,483,294,642,41604,4173,3561,53322,2944
28080:29159,55697,361,866,17,4195,76,105718,61684,76550
23115:285,861,1239,1140,3234,1550,2338,470,888,398
7913:1239,1239,1239,1239,17,302,654,76,616,58
26811:1239,51730,79990,4174,57110,103040,109044,112027,273,58
919:10039,1256,8786,1003,1591,8786,10039,10039,3568,4743
30135:262,8786,17,302,654,76,616,58,8,866
4684:1119,6450,1091,6450,1119,17,48,302,84,654
21302:1119,3588,85370,1119,17,302,1245,650,654,616
3336:1832,58,654,138,1762,5998,238,239,1839,999
37106:273,394,72635,72635,72635,17,302,8,650,238
4928:32037,357,70,3146,508,302,357,356,12489,302
16427:58,358,2618,245,4697,3730,380,2945,8115,32747
4041:398,1905,14964,28490,32780,14964,4941,2447,9629,4126
6965:2703,1905,17,302,654,76,616,58,8,866
5117:42701,40373,17,654,58,70,301,302,616,138
27978:2513,42701,17,302,654,76,616,58,8,866
45847:1218,70,17,76,81,986,302,616,138,354
18085:899,239,94,546,3915,12223,3915,302,866,654
32735:46307,17,302,654,76,616,58,8,866,84
38834:102955,17,302,654,76,616,58,8,866,84
2701:861,888,1023,14750,6828,1256,10324,223,31040,1039
35549:87601,1256,1592,33833,67165,33505,10891,118978,53668,16629
31930:49669,17,302,654,76,616,58,8,866,84
6437:6824,630,630,630,630,630,630,630,31796,81
26446:88240,630,88240,78433,37950,27975,44543,87107,17,302
19523:88240,11310,18966,7680,25337,5353,31246,48933,31378,54497
524:179,58,29,1102,239,3261,563,1239,3158,1190
