19357:84430,2405,16387,30455,56511,61991,12022,46724,31295,16424
19400:302,654,58,84,29,866,354,650,76,1102
19405:10333,12009,54903,17,302,654,76,616,58,8
19410:5466,5145,86550,35494,51350,49352,1991,12582,1760,44901
19422:17,302,564,650,654,58,616,866,361,736
19433:656,52732,68645,535,24380,17,302,654,76,616
19434:76,2717,1651,2579,4744,92483,6901,24521,35582,22333
19443:17,302,654,76,616,58,8,866,84,29
19444:1682,76,8894,101185,168,19112,4261,719,106202,106645
19446:17,76,650,58,302,81,616,986,8,84
19447:17,429,12090,76,26360,616,654,302,861,327
19448:76,684,8783,5357,4146,48886,17622,1651,4093,16658
19452:17,302,654,84,58,866,1102,616,361,138
19462:17,302,2030,245,84,899,908,654,301,58
19463:24432,17,302,654,76,616,58,8,866,84
19467:302,654,84,58,866,29,616,354,1102,301
19468:654,58,29,84,354,616,1102,138,301,8
19475:500,698,5812,81,873,27929,49064,2600,2724,2869
19476:5975,27214,1344,119694,13443,11538,59321,93169,79106,85056
19482:4174,1578,5767,650,289,357,8,1126,17,1208
19498:12586,17,302,654,76,616,58,8,866,84
19503:3043,17,302,654,76,616,58,8,866,84
19517:302,654,58,616,84,101,518,8,76,354
19528:81,9790,50323,3739,46203,30662,14174,12727,70578,40537
19541:37269,533,84171,73623,83491,111354,35524,33927,70743,16504
19544:364,12495,8794,64254,65161,25649,55235,353,3440,60865
19549:17,302,616,58,354,654,364,238,19946,564
19554:17,302,1102,58,654,518,76,354,29,301
19582:17,302,654,76,616,58,8,866,84,29
19583:30103,924,2547,16629,1592,17510,80425,18414,1193,32604
19626:731,302,654,84,58,866,29,616,76,301
19646:3231,107529,25718,85326,11803,51913,51782,113242,44488,616
19680:17642,17,302,654,76,616,58,8,866,84
19682:17,302,616,58,654,650,76,564,29,542
19692:1606,4364,2966,967,17,736,25733,3766,6527,76
19705:73512,20103,34325,13060,38403,101,17,38824,224,114
19707:81,17,780,3423,12471,5767,7211,500,262,15139
19757:76,564,1069,698,81,650,2139,226,17,5663
19759:14081,17,719,76,5738,2318,302,616,8,463
19763:19065,17,302,654,76,616,58,8,866,84
19764:1930,17,302,58,29,616,84,289,354,1102
19768:3526,103858,17,302,654,76,616,58,8,866
19774:12332,17,349,70,76,57518,616,564,36210,2520
19781:17,302,654,84,866,301,58,29,361,616
19788:16044,25946,285,26350,96163,10474,102563,1069,7282,2464
19814:25024,17,302,654,76,616,58,8,866,84
19832:790,21813,10408,13476,27905,77618,59814,96492,120456,76168
19847:4032,17,302,58,29,354,70,84,616,650
19852:25098,17,302,654,76,616,58,8,866,84
19881:98550,9441,23170,13597,55792,6142,92840,121706,76089,76952
19882:785,302,84,899,654,361,8,866,301,354
19887:1287,17,302,654,76,616,58,8,866,84
19893:654,17,76,58,302,650,866,616,361,70
19950:7367,3039,357,6478,45527,48136,3368,99115,3704,93126
19965:1287,6874,20561,13681,30026,68212,103,59343,650,209
19983:3003,17,302,654,76,616,58,8,866,84
19985:302,17,58,29,616,76,84,1102,354,138
19996:302,654,84,58,866,29,616,354,1102,301
20059:970,17,302,654,58,616,354,84,76,29
20067:4364,18025,1119,110585,352,64438,92846,3704,25486,68854
20073:2139,361,17,254,76,40,1164,1730,358,1995
20074:21438,37348,33130,46234,83010,81993,63947,3270,29387,44183
20075:25440,3250,1152,4021,780,6395,115538,113794,109775,16397
20094:35847,2071,48265,1131,15591,24835,100354,87392,87776,45916
20095:17,84,518,302,1102,616,654,58,101,5998
20115:669,17,302,654,76,616,58,8,866,84
20116:17321,17,302,654,76,616,58,8,866,84
20120:28915,23116,42584,2168,568,58,616,3549,358,109571
20125:17,302,654,76,616,58,8,866,84,29
20160:17227,226,113330,3603,116460,86940,25205,118396,26603,37932
20161:17,302,564,650,654,866,58,616,361,736
20166:17,302,654,616,58,76,285,29,1102,6
20183:1592,99035,35620,35946,42209,11008,8841,57469,21553,59416
20206:2153,866,2008,168,41824,76,2579,4372,752,719
20208:669,17,302,654,76,616,58,8,866,84
20220:285,654,58,616,29,84,650,76,1102,301
20233:11008,17,302,654,76,616,58,8,866,84
20234:17,1102,29,58,866,616,8,70,301,650
20257:11310,48933,7680,25337,5353,18966,31378,42314,93843,64679
20268:866,17,302,654,76,616,58,8,866,84
20294:17,7361,119,50658,52583,56463,61982,88215,91212,25913
20299:510,8956,18747,1928,65444,28873,50065,21116,17,518
20304:25922,17,302,654,76,616,58,8,866,84
20305:8322,9674,24933,16965,13077,6856,38522,36432,11072,30815
20316:302,654,84,616,29,76,354,301,8,138
20319:44,17,302,654,76,616,58,8,866,84
20322:46073,2859,11765,84,17799,6503,1208,31652,1412,40148
20327:59670,25969,80321,17,302,654,76,616,58,8
20333:1887,17,37402,224,29,654,84,616,302,70
20334:17,302,736,616,654,58,650,698,8,866
20360:16662,17,29,58,84,354,1102,616,361,76
20378:1551,65,1382,120833,4697,78767,1224,4907,30775,36158
20379:8167,12332,10048,25910,17527,14841,367,23528,76,302
20380:17,2162,1102,302,654,8,354,70,736,29
20381:7680,17,302,654,76,616,58,8,866,84
20394:28605,54099,34957,352,99386,17302,122345,41101,58923,11241
20395:17,38234,1684,302,7273,616,76,58,654,394
20409:17,302,654,76,616,58,8,866,84,29
20420:26139,17,302,654,76,616,58,8,866,84
20438:6181,7082,23213,30669,28323,4943,8563,32568,76265,7212
20439:76,17,302,654,76,616,58,8,866,84
20440:10692,10302,9314,4110,4146,59009,46844,17,302,654
20441:17,224,302,654,58,616,650,48,29,354
20443:17,6759,650,73950,84670,60094,245,46073,17687,94850
20456:17,654,650,76,58,302,81,8,4702,518
20463:16372,55651,302,6901,108609,63525,46024,8783,24647,1651
20465:17,302,616,654,58,8,29,518,564,354
20466:9594,4671,17,1077,1468,37342,7468,75442,14259,358
20473:17,302,654,76,616,58,8,866,84,29
20497:1091,175,17501,6495,79575,22108,17,302,654,76
20498:8,17,84,302,654,616,1102,58,289,101
20507:1397,4889,5975,9054,14268,2510,8772,6311,306,378
20512:564,11662,84156,13817,35985,11987,21556,70489,924,225
20520:1131,2946,20340,5545,33055,23664,10981,10180,17320,79900
20544:6413,17,302,654,76,616,58,8,866,84
20545:76,17,736,616,698,302,40,8,654,58
20546:559,17,302,84,29,650,736,1102,138,518
20547:17,429,12090,26360,76,616,654,302,361,861
20549:52559,1762,1109,6973,2618,3191,18771,58,720,5581
20550:11080,81824,26363,10905,13301,48660,67707,6583,81977,95026
20553:17,302,361,58,29,616,84,354,76,1102
20555:17,302,654,76,616,58,8,866,84,29
20556:8322,9674,13077,24933,6856,30815,36432,38522,11072,51232
20572:76,17,736,616,81,70,698,302,226,654
20582:11741,53324,102850,79964,17,19534,226,654,76,3065
20607:17,58,29,84,616,1102,354,76,650,866
20624:1476,1614,112211,17,1023,302,29,26481,2947,1382
20628:17,1102,302,8,654,354,29,616,518,58
20655:1410,616,8873,17,4444,58,302,8,138,542
20684:986,3423,140,1749,1884,5767,3137,2241,731,7211
20685:17,654,616,58,542,650,155,495,29,285
20697:76,719,40,564,2139,17,2318,96,463,1069
20720:200,17,302,654,76,616,58,8,866,84
20721:302,654,84,58,866,29,616,354,1102,301
20735:14617,1405,8213,97,899,3308,39603,117034,86049,57693
20736:1827,2696,2714,2403,3207,1524,245,970,3506,17
20752:56113,51035,64628,12791,82549,669,12115,72766,13504,17519
20756:986,1501,76,226,6824,41638,2582,119933,30708,20634
20761:1218,7965,30013,28544,9401,40886,20614,28170,77007,88772
20766:17,302,654,616,327,58,1109,650,289,76
20790:669,17,302,654,76,616,58,8,866,84
20807:121030,29542,48420,66768,84057,87666,94721,106872,107182,71033
20809:885,16995,19330,76,9043,2139,698,226,17,262
20810:25749,17,302,654,76,616,58,8,866,84
20812:5287,441,245,17,1744,2715,2028,774,3506,710
20846:2703,17,302,654,76,616,58,8,866,84
20857:6531,62839,9889,31022,83521,99048,17,302,654,76
20858:533,4889,1397,33696,2510,14268,4656,34146,40475,91664
20872:7000,10163,19820,49810,112432,68128,31831,65831,17318,34967
20892:1382,17,23467,84,8,1102,302,899,1462,1762
20906:6503,107537,5502,26849,8660,13889,33774,247,74954,17185
20908:7037,1913,76,361,17,8349,866,2139,6387,2848
20911:16722,2200,4429,4364,11047,1113,19615,4268,327,3233
20912:8574,17,302,654,76,616,58,8,866,84
20918:17,302,654,58,616,29,76,84,650,8
20926:17,48,616,1187,302,654,84,58,2162,354
20932:17,302,654,76,616,58,8,866,84,29
20950:55137,209,855,25746,46874,17,302,654,76,616
20954:27131,17,302,654,76,616,58,8,866,84
20973:17,302,616,58,654,76,8,650,518,564
20985:20836,28227,1176,17,361,23523,88492,866,16701,7523
20990:70,17,76,81,986,302,616,138,1884,654
21028:654,302,84,616,8,22,58,76,10466,1102
21029:39390,22966,9613,29064,2275,54625,16717,36851,60650,9127
21030:76,40,564,17,2139,1069,81,302,358,226
21032:21416,28027,72921,61521,12865,8190,64557,69366,90337,90367
21033:17,354,302,654,84,301,29,616,736,1102
21037:7703,2917,5676,2833,20993,3969,21889,27505,17112,10041
21080:17,302,8,654,616,84,138,508,58,5287
21082:45423,49329,112811,81953,1609,37811,2967,262,10503,72271
21084:70555,83010,6783,4274,20959,37348,98466,42814,63947,3270
21120:17,302,58,29,616,84,354,1102,866,650
21139:27443,533,48170,20229,71791,23181,83676,14291,82193,7926
21140:302,361,654,84,354,58,29,76,1102,616
21148:27457,8860,12870,32677,93709,96447,104265,1050,76652,82382
21149:302,616,17,58,6,654,861,29,8,542
21151:17,302,76,650,58,654,616,564,84,29
21160:36997,42079,38822,41164,81545,5914,37277,68113,78356,19386
21164:17,302,654,84,866,58,361,650,616,564
21196:17748,24157,43708,29900,650,63718,74448,83103,89750,94151
21207:306,17,654,53192,47382,84,1102,840,99929,43920
21220:1352,2880,10041,189,7457,5624,1712,7831,8848,20806
21246:302,654,84,58,866,616,354,1102,650,301
21256:358,3884,301,36022,10021,12916,19274,19399,1410,6741
21259:17,302,564,650,58,654,866,616,361,70
21266:302,654,84,58,29,616,866,354,1102,76
21272:16206,17,1690,441,302,7312,301,616,354,654
21288:224,17,1245,302,654,650,58,616,138,899
21317:17,76,508,7006,226,1589,302,84,1499,4261
21318:2068,1451,44366,105811,72350,64731,378,21091,1884,3873
21354:17,302,654,76,616,58,8,866,84,29
21384:30954,19290,236,48275,95387,111109,44069,98560,61273,35269
21401:5538,3985,4966,17356,16068,21537,25071,4498,31306,87
21423:17,302,654,76,616,58,8,866,84,29
21447:6872,13269,533,53686,62353,17,302,654,76,616
21448:302,654,84,58,866,29,616,76,354,650
21469:7171,35144,40465,8682,29,17,45,6243,20012,155
21476:2139,17,302,654,76,616,58,8,866,84
21505:81,217,17,7516,58,302,262,226,2241,229
21514:12545,14946,66092,226,101372,38049,26237,36402,58094,31266
21518:302,654,84,58,29,616,866,354,1102,76
21531:669,17,302,654,76,616,58,8,866,84
21542:39853,168,17786,1326,719,5738,1400,2318,2103,53116
21543:2548,5111,197,13049,840,3196,27094,5627,5554,17380
21551:49056,48623,71500,13050,100084,115290,17,302,654,76
21570:28223,17,302,654,76,616,58,8,866,84
21585:76,6387,17,2848,22614,866,31633,2139,1149,698
21599:1949,17,1558,2935,616,654,116,508,13910,53484
21604:1913,76,361,17,866,2139,6387,2848,22614,40263
21608:749,302,17,654,58,84,354,866,76,1102
21617:17,29,84,650,1102,354,8,138,736,301
21631:17,302,654,76,616,58,8,866,84,29
21633:8359,6400,17,88045,112461,1050,70,1097,302,5226
21637:28357,17,302,654,76,616,58,8,866,84
21670:28415,17,302,654,76,616,58,8,866,84
21689:36708,1353,34531,67001,45659,2061,2733,5998,18388,31452
21712:19264,17,302,58,654,650,861,8,84,61
21713:302,654,84,58,866,29,616,354,1102,301
21714:48138,103065,111410,119847,3681,8916,35499,4755,51427,104506
21722:302,654,84,58,616,866,650,29,354,361
21723:9943,17,302,654,58,616,650,736,29,40
21732:8642,57550,96115,88594,95482,18959,61920,33919,17,302
21737:589,27634,1131,30525,17067,31380,12955,4671,53722,34578
21745:17,302,654,76,616,58,8,866,84,29
21763:749,17,58,29,84,1102,650,354,76,866
21774:2031,17,302,654,76,616,58,8,866,84
21787:4173,17,616,302,542,654,58,8,2030,84
21794:749,182,301,17,84,18232,1102,3736,650,302
21796:28653,1880,17182,22207,525,7660,46257,64132,65849,82724
21834:17,8,947,11146,14374,58576,616,518,84,70
21838:5480,168,8860,760,574,76,1528,463,984,2153
21853:3372,27296,19871,57722,116782,26205,57841,15020,87209,23245
21868:17,302,654,84,70,354,1462,58,29,616
21869:5738,7519,13895,931,698,4856,8819,4429,1752,27114
21908:302,654,361,84,354,58,1102,76,616,301
21912:2982,81,17,226,736,70,5767,3423,866,361
21931:17424,1761,29,9745,60959,39958,94897,28140,113497,2030
21932:17,302,654,76,616,58,8,866,84,29
21933:1730,5097,3568,18425,4743,890,17,2139,866,76
21934:2467,17,302,654,76,616,58,8,866,84
21941:2142,33882,1524,39395,17,245,64614,15642,70923,103752
21943:463,107639,23317,15535,2492,403,3137,50323,58434,436
21944:96009,65860,14330,29,322,179,101,15,89938,78400
21945:60977,69230,17,302,654,76,616,58,8,866
21947:302,654,616,84,29,866,354,650,76,1102
21960:27271,17,302,654,76,616,58,8,866,84
21967:35847,48265,2071,1131,15591,87392,11916,24835,45916,59112
21968:3855,17,8,518,616,654,354,947,65,302
21979:20850,236,86563,10075,12253,29915,62348,47604,3448,19540
21993:81,17,226,70,76,840,508,6545,3423,500
21996:17,302,654,76,616,58,8,866,84,29
22003:17,48,1187,2162,302,84,1119,654,875,70
22012:29069,1397,4889,5975,14268,9054,2510,6311,76619,3034
22016:302,654,84,58,866,29,616,354,1102,301
22017:88358,107810,5027,1730,10254,12611,10163,10039,2139,106206
22029:3423,17,780,262,76,2241,226,986,500,1884
22030:17,302,654,76,616,58,8,866,84,29
22036:17,302,654,616,58,155,8,650,62,29
22037:29065,66518,87432,105216,17,302,654,76,616,58
22060:1405,654,29,17,58,616,162,302,568,8
22080:2579,297,76,7132,361,2275,3786,1326,2139,17
22085:899,1187,17,1119,6450,4420,84,302,947,2935
22102:660,17,302,654,76,616,58,8,866,84
22109:1348,58,654,302,8,84,518,289,76,1102
22111:224,17,225,302,7067,76,616,84,650,654
22116:81,17,361,302,866,780,254,12471,5767,7211
22124:81,226,2379,70,17,76,3423,508,2967,1884
22128:17112,416,5902,12657,719,10600,24247,27414,24652,30695
22158:17,361,302,70,224,654,354,1119,29,899
22164:17,302,654,84,354,361,76,29,866,58
22165:17,84,302,518,654,1102,616,58,76,354
22173:70335,74713,76705,40770,11482,1435,8484,33851,52866,59924
22176:42511,827,4444,1410,441,2347,3977,1002,4991,5150
22184:17,654,29,58,616,84,1102,650,76,866
22198:17,616,302,654,58,650,76,81,564,29
22201:76,698,564,17,2139,361,2512,1069,2414,81
22213:2121,807,1099,8191,31609,873,56527,18704,1412,182
22222:378,1057,17,8579,774,8151,1187,1827,899,891
22226:63032,3982,32829,226,18691,8111,5522,22150,7021,8321
22236:17,302,654,29,650,58,116,76,224,616
22245:37647,28632,27209,76,24118,508,47346,82402,8419,23595
22246:66729,6187,7458,16396,18207,30467,53253,7356,81082,17625
22251:81,3137,4425,16653,46319,5381,8511,16286,3718,3682
22262:6503,1495,17,53856,3372,7021,15921,102716,81351,80686
22263:654,58,29,84,616,1102,76,354,138,8
22280:654,650,354,29,859,322,61,162,58,953
22286:1389,17,289,86,5929,84,101,8,654,15
22299:4339,13652,25237,35953,38234,82875,101336,70740,17,302
22304:441,41711,14224,71539,70193,94839,15388,87608,24536,38393
22324:9207,17,302,654,76,616,58,8,866,84
22326:29819,110684,39547,59127,23913,87890,46620,113412,2547,21718
22337:13821,168,719,463,984,5480,760,76,1326,140
22346:302,654,84,58,866,29,616,354,1102,301
22354:76967,4199,1388,20047,62,12328,35374,3476,36293,37110
22363:14470,10106,11101,87673,76,670,2139,12090,866,361
22366:361,17,302,654,354,76,29,84,70,138
22372:2139,108427,729,709,361,698,9043,347,2292,358
22373:16024,1763,2638,3761,70,8993,786,11498,361,866
22382:17,302,58,654,5303,485,8,273,12100,7231
22388:1164,17,302,654,76,616,58,8,866,84
22392:17,302,654,76,616,58,8,866,84,29
22399:4755,10503,1352,8454,189,1527,3172,1712,4825,3107
22400:81,731,103835,9790,616,1937,5860,262,550,3939
22401:19831,17,302,654,76,616,58,8,866,84
22418:44020,4131,226,1462,39703,9419,3407,52329,1218,65021
22426:108595,23320,43847,99683,67529,101782,114323,33041,6411,17
22427:65,302,654,84,58,616,866,29,354,76
22430:650,654,17,616,302,289,76,861,238,162
22431:542,17,302,654,76,616,58,8,866,84
22436:17,58,302,654,861,650,76,8,591,84
22459:9885,302,654,58,616,84,76,1102,224,29
22464:17,302,654,616,155,58,8,650,29,62
22465:3423,17,262,226,2241,76,986,500,58,3137
22469:168,719,1400,2153,984,8860,1528,76,4877,877
22476:296,17,654,29,58,616,84,650,1102,76
22477:17,654,302,58,616,29,285,15,650,76
22479:97,17,302,654,76,616,58,8,866,84
22483:17,654,302,29,138,301,76,70,616,84
22492:650,17,302,1913,616,58,2265,654,76,19465
22493:61,17,302,654,76,616,58,8,866,84
22497:28893,38573,17,302,654,76,616,58,8,866
22501:511,866,17,76,302,654,354,254,2139,500
22515:122230,3757,5237,1382,9812,11472,13006,5925,2185,3841
22521:4308,17,302,654,76,616,58,8,866,84
22523:12773,302,654,84,58,866,29,616,354,1102
22533:17,302,654,76,616,58,8,866,84,29
22538:187,38207,11846,83221,899,19912,861,17,2131,87861
22546:17,84,518,302,1102,616,654,58,101,5998
22568:17,58,302,654,861,591,8,650,76,84
22574:47330,99574,70292,63483,64380,65923,80043,82725,83859,65797
22575:10597,17,302,654,76,616,58,8,866,84
22579:81,3423,226,2379,140,7211,16680,22597,1888,2241
22580:21372,81,51044,1402,3323,85828,2109,2204,29217,9621
22581:302,17,654,58,84,1102,354,76,301,70
22583:3176,17,302,654,76,616,58,8,866,84
22586:17,654,302,616,358,650,76,301,58,2955
22592:17,58,302,654,616,8,84,76,518,554
22603:17,899,1187,2162,48,875,1389,84,654,1057
22624:4547,16465,1002,4513,6315,371,17,1340,3618,1256
22639:17,654,29,76,84,650,1102,736,8,354
22675:36721,500,107507,12190,5812,115016,67800,67755,53195,40426
22681:20888,32824,105897,84943,30771,111262,17,302,654,76
22682:17,302,736,84,2200,76,873,654,327,616
22685:17,654,302,616,29,58,15,84,76,146
22691:17,654,29,84,650,76,1102,8,354,6
22699:302,654,84,58,866,616,29,354,1102,301
22703:17,76,347,358,1344,42870,698,10163,564,138
22706:32884,61024,40504,34349,89392,440,7732,1102,2121,654
22711:81,51715,5498,22421,2301,1276,65145,5109,3939,17396
22741:70,17,76,81,986,302,616,138,1884,654
22748:17,654,58,29,650,84,76,1102,8,354
22755:17,3704,873,947,441,302,2715,4755,508,8
22759:17,302,564,650,654,58,616,81,866,70
22794:16782,15483,67842,16165,43308,81603,736,75629,99128,3266
22799:302,654,84,58,616,29,866,76,354,1102
22800:76,17,302,654,76,616,58,8,866,84
22806:18105,17,101834,22411,31646,98167,358,301,10534,119949
22807:719,168,51061,801,2318,7994,984,10267,9783,9531
22808:42246,121208,2852,36163,11734,69933,38152,2937,44356,787
22823:168,2888,14161,87235,11431,11255,1740,99758,2512,48789
22824:4967,34972,429,29736,56102,787,974,11146,68227,5149
22825:44779,1951,7869,118346,40734,121014,10537,49065,960,3213
22835:17,302,654,29,58,616,361,84,1102,76
22844:302,17,616,29,84,76,650,1102,8,736
22850:17,2058,84,1127,932,6503,6397,11146,1825,899
22851:361,17,302,654,76,616,58,8,866,84
22862:2405,17,302,654,76,616,58,8,866,84
22863:3290,56415,80636,17,302,654,76,616,58,8
22867:17,8,84,654,302,616,2937,245,518,58
22872:302,654,84,58,866,29,616,354,1102,301
22873:518,17,1102,302,654,8,58,354,101,616
22887:17,8,84,302,76,616,654,564,58,1102
22888:2369,17,29,58,84,616,1102,354,8,650
22893:13420,17,302,654,76,616,58,8,866,84
22901:17,302,654,76,616,58,8,866,84,29
22903:97,17,654,29,58,616,84,1102,650,76
22906:5303,52797,73343,25877,31914,72759,61139,89447,17106,238
22936:76,17,361,866,6387,2848,2139,698,5357,22614
22949:75493,59421,34034,52163,46554,3846,32793,11584,1460,2512
22979:2292,18239,11671,500,32616,686,13737,48914,17,17546
22983:17,654,58,616,29,650,84,354,70,138
22986:17,302,654,76,616,58,8,866,84,29
23000:535,17,2715,7418,2717,817,76,10175,2028,866
23040:10406,17,302,654,76,616,58,8,866,84
23044:12073,78761,109465,17,302,654,76,616,58,8
23055:30972,17,302,654,76,616,58,8,866,84
23057:2917,3977,827,653,11242,1886,2557,140,22605,69971
23073:24769,302,654,84,58,866,29,616,354,1102
23099:77676,3137,58205,16685,70,2967,140,5767,32645,101657
23110:177,11497,69494,22655,66537,103120,17,302,654,76
23111:17,302,564,650,654,58,616,866,361,736
23112:3423,17,780,262,76,2241,226,986,500,1884
23113:303,17,302,654,76,616,58,8,866,84
23114:140,81,2379,3423,3718,8283,17317,33017,1749,1884
23127:24210,331,74212,13431,112220,10236,29291,616,302,30532
23133:3514,584,4797,12993,40734,7126,14867,24044,4589,601
23183:168,5480,719,2153,1400,76,801,5738,760,463
23208:5008,18507,105081,2162,875,51405,100422,8058,6450,4420
23221:17,302,650,654,1245,899,84,616,58,29
23229:76,698,885,986,16995,2139,17,226,19330,866
23234:17,157,8,197,27070,302,3196,616,654,518
23244:17,302,654,58,3423,76,616,29,226,262
23252:4308,93683,12968,46572,26513,11577,7940,2856,5486,88472
23254:287,342,6837,296,8398,2527,3184,1276,1342,787
23255:7653,4194,26712,41300,33285,53290,17,302,654,76
23277:24094,17,302,654,76,616,58,8,866,84
23311:7401,8518,31468,24439,72768,30808,17,302,654,76
23323:7680,17,302,654,76,616,58,8,866,84
23335:533,15718,3034,14787,36865,109455,13341,3150,14606,8360
23340:18785,76052,9708,17,21608,8931,2743,2983,5287,3307
23367:49911,83508,1551,2583,27821,873,5000,1239,12544,9337
23382:302,654,84,48,58,354,866,29,616,1102
23399:31639,17,302,654,76,616,58,8,866,84
23408:3516,81,217,17,58,302,226,7516,229,76
23423:6315,441,16465,5574,371,47652,1256,76487,1002,17
23433:654,1102,354,29,58,76,8,616,138,650
23448:2488,17,302,654,76,616,58,8,866,84
23452:17,302,616,29,84,354,76,1102,8,650
23458:31469,50100,35640,1556,2318,2873,102108,509,83258,6774
23464:17,302,654,76,616,58,8,866,84,29
23465:4556,17,302,654,76,616,58,8,866,84
23498:6210,680,13704,7270,22273,3653,30757,16266,7840,33012
23508:44026,52865,69203,2880,48389,48759,14983,4547,802,245
23514:669,17,302,654,76,616,58,8,866,84
23542:58399,26389,102013,24432,16486,20403,33075,10590,75817,72709
23544:1352,4755,1527,3107,2880,10041,1712,8848,12990,6434
23548:262,17,302,654,76,616,58,8,866,84
23549:85121,90264,1730,41656,302,17,13116,29,87198,8392
